Time stamp,Paris Day text,Paris Day Type,Paris third,Location of photo,Coordinate,Instagram user,Instagram post,Instagram link,Instgram photo,,,,,,,,
"August 17, 2015 at 05:54AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",carlamonezi,Enfin réunis ?Paris! ????????????#umanodepois #steacktartare #macaron #vinblanc #baguette,https://instagram.com/p/6dA87uRuQG/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/sh0.08/e35/11201590_979933295393004_425394584_n.jpg,,,,,,,,
"August 17, 2015 at 07:59AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",debora.sousasantos,#BonjourParis ???,https://instagram.com/p/6dPTbvCbZK/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11909248_1454429378218320_1768759416_n.jpg,,,,,,,,
"August 17, 2015 at 08:00AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",winsham812,"#nofilter 
My last day in #Paris ????
Sad that there were no beautiful sunset to see the tower & over seine river ??
#LaSeine #France #EiffelTower #TourEiffel #MyLoveofFrance #picoftheday #instapic #instadaily #instalove #idontwannaleave",https://instagram.com/p/6dPdAdkj3d/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/11191295_1028420790501687_1253776849_n.jpg,,,,,,,,
"August 17, 2015 at 08:01AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sharnghatora,Paris is always a good idea ???? #Sunday #weekend #selfie #travels #france #paris #eiffeltower #photooftheday #bestoftheday  #tourist #love #goodtimes #happiness #london #family,https://instagram.com/p/6dPjWgOKL8/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821285_1657695921172376_1409392265_n.jpg,,,,,,,,
"August 17, 2015 at 08:02AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",smxily,???????????????????????????????????????????????????,https://instagram.com/p/6dPm0SMGUX/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11373682_149639215371284_2007913077_n.jpg,,,,,,,,
"August 17, 2015 at 08:02AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",adilya_s,,https://instagram.com/p/6dPm3Rpj0T/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11909197_387796441421294_1485645007_n.jpg,,,,,,,,
"August 17, 2015 at 08:02AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jmsantana123,Paris is amazing! #EiffelTower#France#Eurotrip2015,https://instagram.com/p/6dPrs3MT7s/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11324898_1450389961936118_1719468611_n.jpg,,,,,,,,
"August 17, 2015 at 08:03AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",welisah,"Paris Tour Eiffel

#tagsforlikes#like4like#followme#day#happy#amazing#igdaily#fun#summer#food#beautiful#tbt#i#20likes#photo#good#family#nice#nature#art#like#cute#sky#instapic#instalike#instagood#instadaily#instafollow#paris",https://instagram.com/p/6dPueJD0mI/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11363668_1172905309393106_356533527_n.jpg,,,,,,,,
"August 17, 2015 at 08:03AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",robertjhill,I'm a ten hour flight away from spending the next few days with my favorite human in one of my favorite cities.. SEA??CDG,https://instagram.com/p/6dPuoqJoKb/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11326029_429419157262771_2064117844_n.jpg,,,,,,,,
"August 17, 2015 at 08:04AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",joaokingss,happiness ??,https://instagram.com/p/6dP0aPR7yU/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11311355_532646983564727_60544862_n.jpg,,,,,,,,
"August 17, 2015 at 09:03AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nocurtain,Tour Eiffel #paris #photo #photos #pic #cokgezenlerkulubu #picture #pictures #snapshot #art #beautiful #instagood #picoftheday #photooftheday #color #all_shots #exposure #composition #focus #capture #moment,https://instagram.com/p/6dWotEpNve/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11848976_1478826795750836_549881888_n.jpg,,,,,,,,
"August 17, 2015 at 09:04AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jiaaqilee,???????????????#Pairs??,https://instagram.com/p/6dWs2-sed2/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11856592_615111825298532_916624320_n.jpg,,,,,,,,
"August 17, 2015 at 09:05AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",deka_jack,"??? ? #?????????????  ?????? ??????????-??????????????. ???? #??????? , #??????? #??????. ??? ?? ??? ????",https://instagram.com/p/6dW2UBKWr_/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11809706_1486726534976751_1532815734_n.jpg,,,,,,,,
"August 17, 2015 at 09:06AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",kritziareyes,Bonsoir Paris??,https://instagram.com/p/6dW-NxPz2u/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11821316_1479200275736310_1953352471_n.jpg,,,,,,,,
"August 17, 2015 at 09:06AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",fuxinyinsally,"Just right at 11:00pm, saw the tower starting flashing light ! So beautiful ?????????????? #Tower #Eiffel #amazing #life #things #cute #France #travel #beautiful #happy #night #light #cute #gorgeous #lighting",https://instagram.com/p/6dXAfiF4Bz/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849022_1384221588551651_38892661_n.jpg,,,,,,,,
"August 17, 2015 at 09:07AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lindaorangina,Paris the city of love with my love @kimrbg ????????,https://instagram.com/p/6dXCqyymK4/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11850266_1655326964709867_719180375_n.jpg,,,,,,,,
"August 17, 2015 at 09:08AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jennyriccikahn,Paris behind me #eiffeltower #paris,https://instagram.com/p/6dXJjjkXiS/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11355758_449571265215380_66629901_n.jpg,,,,,,,,
"August 17, 2015 at 09:08AM",Sunday,Weekend,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",manderswho,Eiffel in love #france #qu'est-cequec'est #crepes,https://instagram.com/p/6dXKRikiTt/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11809565_1634578240160359_1007312865_n.jpg,,,,,,,,
"July 16, 2015 at 10:12AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",patrick.quinn,Eiffel Tower (I didn't know it glows),https://instagram.com/p/5LFIUtnmIo/,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/e35/sh0.08/1688493_499296840220784_575257181_n.jpg,,,,,,,,
"July 16, 2015 at 10:13AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jenn.bautista,And to think many Parisians hated the Eiffel Tower when it was first erected. #view #arcdetriomphe #paris #toureiffel #eiffeltower #tourist #parisians #hated #traditional #apartments,https://instagram.com/p/5LFMU0A5J5/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11381472_1620235874919891_2145336290_n.jpg,,,,,,,,
"July 16, 2015 at 10:13AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",yangchih,??,https://instagram.com/p/5LFPuCrpAv/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/914454_505373539611638_1921779012_n.jpg,,,,,,,,
"July 16, 2015 at 10:14AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",alabama_monroe767,Paris????? #love #TagsForLikes.com #TagsForLikesApp #instagood #me #smile #follow #cute #photooftheday #tbt #followme #TagsForLikes.com #girl #beautiful #happy #picoftheday #instadaily #food #swag #amazing #TFLers #fashion #igers #fun #summer #instalike #bestoftheday #smile #like4like #friends #instamood,https://instagram.com/p/5LFTGFRqDG/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/1389606_856099271110082_1834854492_n.jpg,,,,,,,,
"July 16, 2015 at 10:14AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",anamlopes93,How lucky am I to have something that makes saying goodbye so hard? ?????????????????????????????? #quotes #quoteoftheday #europe #eurotrip #eiffeltower #tbt #trip #travel #instamood #instaselfie #instantsquare #paris #party #picnic #poland #portugal #germany #czechrepublic #colombia #france #brazil #selfie #fun #friends #happiness #hopeforbetterdays #love #lategram #bastilleday,https://instagram.com/p/5LFTPQnJH-/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11380951_430373327134779_2127110036_n.jpg,,,,,,,,
"July 16, 2015 at 10:14AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nataliatgt,,https://instagram.com/p/5LFUQKiCvL/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/e35/sh0.08/10249127_1442725482702784_1306780089_n.jpg,,,,,,,,
"July 16, 2015 at 10:15AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",andredelpa,Pariiiiiissssssssss,https://instagram.com/p/5LFXawsdGU/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11420909_905129642888264_1479975077_n.jpg,,,,,,,,
"July 16, 2015 at 10:15AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",fabriciolpaes,"Eu tento , mais me persegue esse vício a?kk???
#FinaldeTarde #França #Paris #TorreEiffel",https://instagram.com/p/5LFYrAoSwH/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11267048_1627032740915558_938806008_n.jpg,,,,,,,,
"July 16, 2015 at 10:15AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",luisanobrevaz,????,https://instagram.com/p/5LFZrkNJ4v/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11313254_1633036800245105_389945355_n.jpg,,,,,,,,
"July 16, 2015 at 10:15AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",loiseliza,I can't even begin to explain how incredible the fireworks were last night ????,https://instagram.com/p/5LFa2kCj9A/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11241511_498446326988800_80134224_n.jpg,,,,,,,,
"July 16, 2015 at 10:15AM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",pohtpotchara,????? ?????????? . Paris first time . #Eiffeltower #paris #frane,https://instagram.com/p/5LFbdJBhM9/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11348288_674529806011539_436491545_n.jpg,,,,,,,,
"July 16, 2015 at 12:17PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",laurasmedeiros,"300m do chão, bateu um medinho.
80%",https://instagram.com/p/5LTWRKi3Yi/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11353110_575742572565262_1683672337_n.jpg,,,,,,,,
"July 16, 2015 at 12:17PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",quinoa_crackers,In the end we only regret the chances we didn't take ????????#paris,https://instagram.com/p/5LTWykjBhD/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/e35/sh0.08/10549711_1445765085732579_981629768_n.jpg,,,,,,,,
"July 16, 2015 at 12:18PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sofivigil,"Change your opinions, keep to your principles; change your leaves, keep intact your roots ??. -Victor Hugo",https://instagram.com/p/5LTfP1ARHx/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/e35/sh0.08/10693251_397435433796304_207564078_n.jpg,,,,,,,,
"July 16, 2015 at 12:19PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",syairulsyazwin,"Because i saw 9 post of this monument within 4 hours in my feeds, excuse me for a #throwback ?? Rindu!

#SSSoloEuro15 #EiffelTower #TourEiffel #Paris #France #vscocam #vscotravel #ExploreMore #Wanderlust #Worldplaces #PassionPassport",https://instagram.com/p/5LTkbVwc0T/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11330564_925938600780546_347920384_n.jpg,,,,,,,,
"July 16, 2015 at 12:19PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",viktoriya9212,??????? ?????????!),https://instagram.com/p/5LTnSGqU6t/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11327150_1013921518642199_1618470369_n.jpg,,,,,,,,
"July 16, 2015 at 01:08PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ancha_b,Vue sur le #Trocadéro et La Défense depuis la Tour Eiffel #toureiffel #eiffeltower #view #financialdistrict #Paris #France #Europe #tourism,https://instagram.com/p/5LZM4HDIG2/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11419151_485298924961544_183471545_n.jpg,,,,,,,,
"July 16, 2015 at 01:09PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ricoseno,#symmetry #eiffel #paris #france #summer,https://instagram.com/p/5LZVLjBvDj/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11410410_1046702358697241_1000465836_n.jpg,,,,,,,,
"July 16, 2015 at 01:18PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",joooooanna_,"How I wrapped up the last night in Paris: strolling around the tower ????
Au revoir Paris, until next time ????",https://instagram.com/p/5LaXhkMIsh/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11425793_102935746721342_1855099002_n.jpg,,,,,,,,
"July 16, 2015 at 01:19PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",anastasia.frolova.7731,,https://instagram.com/p/5LaeeAs_dO/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11249437_1429249507403242_302719599_n.jpg,,,,,,,,
"July 16, 2015 at 01:23PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",martinaserra7,"""Ci sono solo due posti nel mondo in cui puoi vivere felicemente: a casa e a Parigi"" #me #you #paris2015 #lacittapiubelladelmondo #torreiffel #kiss #nonèunaddio #nesonosicura #grazie #di #tutto ????",https://instagram.com/p/5La-AqPKDp/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11348328_1605396816404246_2016197074_n.jpg,,,,,,,,
"July 16, 2015 at 01:25PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nessaloes,Vive la France!! Dia 14 de julho e a gente aqui. ????????????????,https://instagram.com/p/5LbMM8iTJ9/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11419094_923520047686852_1041607060_n.jpg,,,,,,,,
"July 16, 2015 at 01:26PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",anastasia.frolova.7731,"??,???????-???????????????????????? #friend #friends #fun#funny #love #instagood #igers #friendship #party #chill #happy #cute #photooftheday #live #forever #smile #bff #bf #gf #best #bestfriend #lovethem #bestfriends #goodfriends #besties #awesome #memories #goodtimes #goodtime",https://instagram.com/p/5LbQrpM_ee/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11248986_1450206885283367_363816396_n.jpg,,,,,,,,
"July 16, 2015 at 01:27PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",maelys__d,Paris la belle #nofilter #eiffeltower,https://instagram.com/p/5LbXpbGg-5/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11325062_837444379674064_682267500_n.jpg,,,,,,,,
"July 16, 2015 at 01:28PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",catalina_1991,#Missing this #view?? #Paris #EiffelTower #France #BlueSkies #funtimes,https://instagram.com/p/5LbioyPLPU/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11356463_939476762776422_717977000_n.jpg,,,,,,,,
"July 16, 2015 at 02:04PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",primopratsy,voulez-vous coucher avec moi ce soir? #paris #eiffeltower #eurotrip,https://instagram.com/p/5LfowokeLp/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11242037_1470388246607797_660200899_n.jpg,,,,,,,,
"July 16, 2015 at 02:09PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sonyazvereva,"?????, ? ????? ????????????#??????? #????? #???????????? #europetour #Paris #LaTourEiffel",https://instagram.com/p/5LgOT3yCOR/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11417317_105959866417219_1345890797_n.jpg,,,,,,,,
"July 16, 2015 at 02:41PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sienaereshena,Missin' it already,https://instagram.com/p/5Lj4p2I5JA/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e35/sh0.08/11356754_974033635950224_364645800_n.jpg,,,,,,,,
"July 16, 2015 at 02:44PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",uncommonbliss,#goodtimes #greatmemories #parisnights,https://instagram.com/p/5LkOumDiXt/,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/e35/sh0.08/1517166_1090768720951783_221417991_n.jpg,,,,,,,,
"July 16, 2015 at 02:49PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",lo_tfi_bens,,https://instagram.com/p/5Lkv8ny19t/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11429811_1428465704148527_553178100_n.jpg,,,,,,,,
"July 16, 2015 at 02:51PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sonyazvereva,"This couple @krizzamiclat & @tysocchiuzzi  amazing and super cute, I'm very happy to meet you, and I hope we'll meet again! ???????? ??? ???? ?????? ?????????? ?????, ??????? ???? ?????????? ? ???? ? ??????? ?? ? ???? ??? ??????????!
#??????????????????? #?????????? #Paris #LaTourEiffel #europetour #?????",https://instagram.com/p/5Lk9D6yCE4/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11380974_414000555458338_2001761747_n.jpg,,,,,,,,
"July 16, 2015 at 02:55PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",idontgiveafuckk,"???????? #2015#bastilleday
#paris#gopro#nofilter
#??#??????
#???#????",https://instagram.com/p/5LlckwqAEk/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11352259_1442481706077410_1540226929_n.jpg,,,,,,,,
"July 16, 2015 at 03:01PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",fauzyalfayed,Memories warm you up from the inside. But they also tear you apart. 2 tahun lagi saya nk pencen.. Allah mudahkanlah.. #esokraya,https://instagram.com/p/5LmIFRnUdr/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/1940999_1707318042829283_1934548708_n.jpg,,,,,,,,
"July 16, 2015 at 05:15PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",asutts,Excuse my French but... #bitchesinparis #eiffeltower #howfrench #paris #daytoremember @veronicavon1,https://instagram.com/p/5L1btWGHnR/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379801_424679287721772_1874201848_n.jpg,,,,,,,,
"July 16, 2015 at 05:27PM",Thursday,Weekday,12am - 8am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nandomuzi,"Morning????
#Paris #goodmood #love
????NANDO MUZI BOUTIQUE????
With L??VE",https://instagram.com/p/5L23AMuyNC/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11336138_1664003343831401_518722913_n.jpg,,,,,,,,
